,label,pca1,pca2,pca3
1797,1,-1.629962357,0.820477759,-4.247267759
1798,1,-0.482970802,2.126063252,-3.478282873
1799,2,-1.05651719,-1.964616757,-1.54577928
1800,2,-4.781795067,-3.039390128,0.632112248
1801,3,2.280143744,-0.400296746,-0.959243324
1802,2,-4.176337152,-3.295352238,0.214800617
1803,2,-2.230206448,-2.059174933,-0.409634217
1804,2,-1.237135637,-0.538857865,2.115204673
1805,2,-2.324992016,-2.856181914,1.091204905
1806,3,2.369301297,-0.417764096,-0.643454524
1807,2,-3.864733216,-3.447216824,0.767417913
1808,2,-2.805851099,-1.707970021,2.710121582
1809,2,-0.844042404,-2.246467223,-0.754790271
1810,2,-0.527909261,-1.499984582,-1.609727617
1811,2,-1.54086952,-0.330468922,1.563670588
1812,2,-0.968459126,-1.146226383,-0.916640007
1813,1,-2.523454725,3.715732793,-2.907323382
1814,1,0.966094671,2.900396996,-3.398692491
1815,1,-0.351471176,5.729866586,-3.106206918
1816,2,-0.571457679,3.033374013,6.439920089
1817,1,1.449159273,-0.278037249,-1.924325614
1818,1,-1.611511542,0.971785302,-3.48797744
1819,2,-3.441955284,-0.632233215,3.769828435
1820,1,1.717232386,0.402599982,-0.999386107
1821,1,1.633235451,0.564394214,-0.565419171
1822,1,-2.864776031,0.759511699,-3.522332921
1823,2,-2.77184508,-1.467842204,1.886429182
1824,1,-1.056274413,2.796194872,-3.195032658
1825,2,0.29505749,-1.019153028,-0.56079566
1826,2,-0.57205004,-1.938340678,2.445951572
1827,1,-0.722902024,1.970288349,-3.113736413
1828,2,-0.674197839,-2.269927275,-1.520532982
1829,2,-1.10863138,-0.821407466,0.036100733
1830,2,-4.616913702,-3.631544025,1.602914323
1831,2,-4.431581354,-2.786851118,1.853075475
1832,1,-0.095252914,1.749462097,-4.018492268
1833,2,-4.174369639,-3.281221149,0.21507142
1834,2,-4.565497864,-1.884131771,3.323822682
1835,2,-4.593504847,-4.197255384,2.016402195
1836,2,-4.896915307,-2.843756135,1.653970948
1837,1,1.329539843,2.83443517,-2.936222364
1838,2,-2.655198999,-1.730001095,0.031442251
1839,2,0.421157875,-0.992269194,-0.393454029
1840,2,1.855686684,-0.084363191,-0.751547645
1841,1,-1.80496754,0.69961093,-4.231280784
1842,2,-2.449076457,-2.373389684,0.302269969
1843,2,0.719079214,-0.695102103,-1.939580433
1844,2,-2.603663584,-2.379620789,2.980407694
1845,1,-2.197683587,1.173832691,-3.254760203
1846,3,2.410778361,-0.436542959,-1.314993142
1847,2,-4.682922713,-3.430620368,1.925881877
1848,2,-2.624102882,-2.376821172,0.191835769
1849,2,-5.393200442,-2.628345408,1.243743003
1850,2,-0.897096585,-2.084965801,0.915285184
1851,1,1.423899216,2.703030797,-3.537705634
1852,2,-4.601374899,-4.25377974,2.015318984
1853,2,-2.835892075,-1.743370021,-0.051368619
1854,2,-4.102458088,-3.439751539,-0.107083726
1855,2,-0.901873944,-1.116909189,0.18429362
1856,1,-6.576640776,1.771856388,-3.502603653
1857,2,-4.944323853,-3.594619698,4.199324391
1858,2,-5.155566023,-1.324194292,-3.937599046
1859,1,1.031183168,3.177252559,-2.561185054
1860,2,-4.19079482,-3.123867908,4.537558342
1861,2,-5.031142227,-2.979078303,0.010163357
1862,1,0.884364852,3.030626204,-3.22627128
1863,2,-4.544383186,-4.062367915,0.107299619
1864,2,0.772396858,-1.447712092,-0.698435991
1865,2,-4.508386574,-4.089751893,2.643860402
1866,2,-3.764915891,-2.988159272,-0.638409708
1867,1,-2.056686533,1.167976337,-3.778026355
1868,2,0.268370573,-0.388050178,-1.559937374
1869,1,-0.610091836,1.990191521,-2.955929364
1870,2,0.226893509,-0.369271315,-0.888398756
1871,2,-0.848606904,-1.784853623,3.105094127
1872,1,-0.621497079,2.084038167,-3.69752333
1873,2,1.057251594,-0.69898774,-1.196163651
1874,2,-4.751772602,-3.601641483,4.058018251
1875,2,-2.048054655,-3.291889286,0.945407582
1876,2,-3.484914286,-3.775947162,-0.689466333
1877,2,-2.724303285,-2.531129394,2.799558688
1878,3,2.128399248,0.079685765,-1.216616369
1879,1,-0.568614772,1.971412657,-3.627467982
1880,1,1.026022551,3.032925677,-3.31094079
1881,1,0.481539311,2.117671799,-3.636106405
1882,2,-3.913854877,-3.582104293,2.676520489
1883,2,-4.579323552,-1.87787215,3.547668888
1884,2,-5.46534788,-2.502270848,1.53746241
1885,1,-3.442938779,1.142320781,-3.047655601
1886,1,0.192495324,2.674078355,-3.504918467
1887,1,-1.651949839,1.312580556,-3.419378309
1888,2,-1.69742416,-0.350831116,4.241537511
1889,2,-4.989903632,-3.007783982,1.02542953
1890,1,0.716472374,2.371067309,-3.564341679
1891,1,1.355459594,2.840240668,-3.35574984
1892,1,2.154318999,0.085491263,-1.636143845
1893,2,0.491242055,-0.838811886,-1.770715243
1894,3,2.348583366,-0.537506616,-1.141199118
1895,2,-5.140301334,-2.355645725,3.068128797
1896,2,-4.058997582,-2.824218945,0.272473186
1897,2,1.661874455,-0.749727585,-0.670090569
1898,1,0.330565569,-0.287086521,-1.733731398
1899,2,-0.715674903,-2.251148412,-0.848994364
1900,2,-1.103219127,-1.441577212,0.644457466
1901,1,1.483827095,2.835559478,-3.449953933
1902,1,1.33408197,-0.266375397,-1.820586939
1903,1,0.986812602,3.020139517,-2.900947897
1904,2,1.411384079,-0.978538733,-0.489844153
1905,1,1.274154091,-0.398904078,-1.90833864
1906,2,-1.332511375,-1.21138967,-1.868302796
1907,2,-4.726789377,-3.459760746,-0.611762117
1908,3,2.012901697,-0.106648079,-1.088228298
1909,1,-0.076802099,1.900769641,-3.259201949
1910,2,-2.510056293,-2.487886443,2.435489554
1911,2,-4.589849109,-2.191237217,3.894691531
1912,2,-1.063051601,-1.408243183,3.209995594
1913,2,1.767571938,-0.191132346,-0.158226145
1914,2,-0.787008026,-2.289830447,-1.678340031
1915,1,-3.835956498,2.093799792,-3.926567786
1916,1,-5.087099132,-0.660889765,-4.164609346
1917,1,1.865275012,0.641897818,-1.504955906
1918,2,0.881438043,0.075317683,-0.931818059
1919,2,-3.075578963,-1.259453261,1.334895097
1920,2,-4.251142676,-3.403589376,2.571866408
1921,2,-0.833645708,-2.415378465,-1.756557149
1922,2,0.08523581,-0.371570787,-0.803729245
1923,3,2.285304362,-0.255969864,-0.209487588
1924,2,-4.400953595,-4.204277168,1.875096055
1925,2,-5.377643128,-2.65292977,0.991731861
1926,2,-1.436183435,-1.293574464,-1.022970154
1927,2,-1.394706371,-1.312353327,-1.694508772
1928,1,1.0001028,3.027120179,-2.891413314
1929,2,-1.157922134,-2.078366575,-0.961992363
1930,1,-5.073273443,-0.667149386,-4.388455552
1931,1,-1.730171147,4.139251027,-3.212954206
1932,2,-4.982033579,-2.951259626,1.026512741
1933,2,1.163817156,-0.440911041,-1.030194832
1934,2,1.263757394,-0.229992835,-0.906571761
1935,2,1.405415093,-0.227693363,-0.991241272
1936,1,-0.546361248,1.097881279,-3.564774988
1937,1,1.248894033,2.582163969,-3.521718659
1938,1,1.012732353,3.025945015,-3.320475373
1939,2,1.175222399,-0.534757687,-0.288600866
1940,2,-2.254812091,-2.996387563,0.797214696
1941,2,-1.628574272,-0.179810001,2.109401137
1942,2,-1.21347788,-0.965044603,-0.368323677
1943,1,0.044452698,2.434780518,-2.999348667
1944,2,0.640327487,-0.723750556,-1.367174742
1945,1,-0.13598769,1.805489629,-3.648411088
1946,2,-0.962821577,-1.515525024,-1.413994439
1947,2,-4.959862656,-2.972383983,3.78691973
1948,2,-1.10926336,-0.656182757,4.135012252
1949,2,-0.849203021,-2.390794104,-1.504546007
1950,2,-4.618262249,-3.917968615,0.429183962
1951,2,-3.46409191,-4.083496109,0.897210295
1952,2,-2.998402351,-1.700948237,2.851427721
1953,2,-3.763202776,-3.604135367,-0.002158842
1954,2,-3.184743568,-1.126603246,2.13182438
1955,1,-3.280226034,0.416780795,-3.125194406
1956,2,0.80595285,-0.032626637,-0.767558618
1957,2,-4.619975364,-3.30199252,-0.207066905
1958,2,-2.507400789,-2.231045732,2.087383699
1959,2,-4.300499119,-3.824786024,-2.228768391
1960,2,-4.453277095,-2.837115853,2.07583847
1961,2,1.827499817,-0.058603665,-0.070474444
1962,2,-4.588135994,-2.807213312,4.530942398
1963,2,1.279314708,-0.254577197,-1.158582903
1964,1,1.499384409,2.810975117,-3.701965076
1965,2,-1.3521865,-1.455368696,-1.45693709
1966,2,-4.408823648,-4.260801525,1.874012844
1967,1,1.056443226,0.196184512,-0.947805034
1968,2,-0.960195694,-0.99709425,0.254166821
1969,1,0.94017492,2.894591498,-2.979165015
1970,1,0.953995476,0.2066712,-1.273128417
1971,3,2.059959627,0.216895635,-1.034660575
1972,2,-4.38978273,-3.125956325,-1.88571725
1973,2,-2.762013012,-1.887769321,-0.373252962
1974,2,1.407682209,-0.259258386,-1.252786996
1975,1,-1.240782976,0.989666339,-3.636608571
1976,2,-1.238867263,-0.520533125,2.143369609
1977,2,-3.778995977,-3.612006835,0.221416561
1978,2,-0.921344513,-1.534303887,-2.085533057
1979,2,-3.053426551,-1.878228973,4.759717889
1980,1,-1.846444604,0.718389793,-3.559742166
1981,1,0.902815667,3.181933748,-2.466980961
1982,1,-1.259716274,3.290474541,-3.176371654
1983,1,-1.686996735,0.863840983,-3.323717999
1984,2,-3.921470531,-3.008521466,2.039457215
1985,2,-1.375988156,-0.922622819,2.534472663
1986,2,0.860511604,-1.340942937,-1.291757491
1987,1,-0.825332973,1.332397244,-4.033747086
1988,2,-4.338260644,-4.705756504,0.378127337
1989,2,-0.52362612,-0.83433946,-1.789635871
1990,2,-4.314324807,-3.818526403,-2.004922185
1991,2,-2.316198085,-2.524492107,0.772347198
1992,1,2.229804193,0.193435582,-1.800403286
1993,2,-2.499530736,-2.174521375,2.088466911
1994,1,1.674712516,0.545615351,-1.236957789
1995,2,-5.089466559,-2.836734351,1.795277088
1996,2,-0.894381956,-1.652734895,-1.595950233
1997,2,-1.379149057,-1.336937688,-1.946519914
1998,1,1.082362977,0.20199001,-1.36733251
1999,2,0.99424823,0.095220854,-0.77401101
2000,2,-5.332852586,-2.34862394,3.209434937
2001,2,-3.633598874,-3.739784999,1.989483801
2002,1,1.09792029,0.177405649,-1.619343652
2003,2,-5.757845137,-2.019450102,3.650511404
2004,1,-4.675932269,-0.983803982,-4.381839608
2005,1,-2.289152992,3.03484925,-3.893473564
2006,2,-2.473785567,-2.106054704,-1.621272847
2007,1,1.269611964,2.701906489,-3.023974065
2008,2,0.202198068,-0.282405331,-1.639527305
2009,2,-4.378508557,-3.816185808,-1.957820139
2010,1,1.493529839,-0.120924207,-1.584562771
2011,2,0.098526008,-0.364590125,-0.794194663
2012,2,-4.237316988,-3.409848997,2.348020202
2013,1,0.862987228,-0.075989861,-1.691108378
2014,1,0.440062247,2.136450662,-2.964567787
2015,2,-0.658640525,-2.294511637,-1.772544124
2016,1,0.858445101,3.024820706,-2.806743804
2017,1,-2.595942353,4.065051685,-3.276880161
2018,1,-2.530045488,3.446734995,-2.687731341
2019,2,-0.967982195,-1.659851906,-2.163750175
2020,2,-3.885555592,-3.139667877,-0.819258714
2021,2,-1.271141656,-0.778985683,2.938897073
2022,2,-4.236374599,-2.537032192,1.363663481
2023,2,0.865880729,0.099902044,-0.679806917
2024,2,-3.691291226,-3.762665756,-0.324313987
2025,2,-1.38691987,-0.649595671,0.723408224
2026,2,-1.213732202,-1.942331868,-1.209098628
2027,2,-0.890015769,-1.137299899,-0.039823389
2028,1,1.849717698,0.666482179,-1.252944764
2029,1,-1.247613106,3.255760227,-3.372544018
2030,2,-3.789521534,-3.925371902,0.568439204
2031,3,2.188327128,0.212214445,-1.128864668
2032,2,-4.848990434,-4.211792655,1.365205156
2033,2,-3.247672407,-0.65757974,3.60035736
2034,2,-4.332637394,-2.685607249,2.256687476
2035,2,-0.720835521,-2.395475294,-1.5987501
2036,2,0.980958032,0.088240192,-0.783545593
2037,2,-0.74263746,-2.132717405,-1.338577188
2038,2,0.40270706,-1.143576738,-1.152744348
2039,2,-4.570701944,-4.38360445,0.677897665
2040,2,-4.528825872,-4.086952276,-0.144711523
2041,2,-1.297483493,-0.818579333,0.149512739
2042,2,1.323685274,-0.097464155,-0.81882006
2043,2,0.653617685,-0.716769893,-1.357640159
2044,1,-0.738459337,1.99487271,-2.861725271
2045,1,-4.134091084,3.738342965,-4.288954172
2046,2,-3.570905923,-4.241264335,0.492515082
2047,1,1.619945253,0.557413551,-0.574953754
2048,2,-2.906455078,-1.298415041,1.444516889
2049,2,-0.694019777,-1.778622518,0.426956402
2050,1,0.528176993,2.243219818,-3.557889287
2051,1,-1.895358114,4.672164038,-2.821376679
2052,2,-0.956576952,-1.753698552,-1.422156209
2053,1,-1.676600039,0.69492974,-4.325484877
2054,2,-4.199121544,-2.511351817,0.888889345
2055,1,0.151018259,2.692857218,-2.833379848
2056,2,-4.108119243,-2.959106414,2.181575762
2057,2,-2.701665155,-1.608047853,1.592438973
2058,1,-1.760596974,0.856723972,-3.891517941
2059,1,-2.713070898,4.203752842,-3.112508584
2060,2,0.834591853,-1.346748435,-0.872230015
2061,2,-0.477551199,-1.496065556,-1.432983457
2062,2,-0.828485091,-2.271051584,-1.006801413
2063,2,-0.888048256,-1.12316881,-0.039552586
2064,1,-0.267364595,1.804487174,-2.991203832
2065,2,-4.176082754,-2.665245055,-0.421179447
2066,2,-1.929382467,-3.15451177,1.125985786
2067,2,-0.537451809,-0.828079839,-1.565789665
2068,2,-0.705278207,-2.420059655,-1.850761242
2069,2,-1.383858208,-0.979147176,2.533389452
2070,2,-1.448135594,-0.796548259,2.82819207
2071,2,-1.37003252,-0.985406797,2.309543246
2072,2,-4.632087938,-3.911708994,0.653030168
2073,2,-4.7332787,-2.049327964,2.126895095
2074,1,-2.453609168,0.436597482,-3.739563183
2075,1,-1.518164391,3.915813015,-3.624214334
2076,2,-0.975753008,-0.972509889,0.506177963
2077,2,-4.444801749,-3.635766192,-1.326963741
2078,2,0.878962419,-1.189635393,-0.532467172
2079,2,-3.39218036,-4.242026498,0.575055149
2080,2,1.45802176,-0.852990714,-0.411627034
2081,1,-1.671439422,0.839256622,-3.575729141
2082,2,-1.496078978,-0.026163093,3.781373665
2083,2,-3.943877342,-3.019852938,-0.749385513
2084,2,0.308347688,-1.012172365,-0.551261078
2085,2,0.248419808,-1.144701046,-0.639012779
2086,3,2.106597309,0.342443654,-0.956443457
2087,2,-2.910697599,-1.851607158,2.305697172
2088,2,-0.864164218,-1.760269262,3.357105269
2089,2,-1.994151813,-1.765664394,-2.065513408
2090,2,-3.055139666,-1.262252878,4.123467023
2091,1,0.669834692,2.24551929,-3.642558797
2092,1,0.012263298,5.239600819,-3.182747973
2093,1,1.442350031,2.854338341,-2.778415315
2094,2,0.928075725,0.200865701,-0.853600941
2095,2,-2.718146348,-1.858628943,2.164391033
2096,2,-0.592489338,-1.935541061,-0.342620353
2097,2,-1.255209267,-1.923553005,-0.537560009
2098,1,-1.731690903,1.339505512,-3.120265121
2099,1,1.386964278,-0.379000907,-1.75053159
2100,2,-2.7260164,-1.915153299,2.163307822
2101,2,-2.127198781,-2.864525399,-0.571395844
2102,2,-4.532270613,-3.452651442,-0.752797454
2103,2,-2.398873661,-2.689253601,3.128329778
2104,2,-5.068006706,-2.818925444,1.544078354
2105,2,-4.601961682,-2.800953691,4.754788604
2106,2,-2.321463147,-2.24152752,-1.066340571
2107,2,-3.889084461,-3.754322271,1.338286762
2108,2,-4.94172436,-3.745713319,0.100683674
2109,2,-2.538365643,-2.541611182,-0.354165583
2110,2,-5.004671709,-3.874341166,2.233632456
2111,2,-3.721303625,-3.589126078,2.53521435
2112,2,-5.171123337,-1.299609931,-3.685587904
2113,2,-0.85033853,-1.766528883,3.133259063
2114,2,-2.361371706,-2.524048606,-0.24346058
2115,2,-3.044614109,-0.948887811,3.77644438
2116,2,-4.833816199,-3.931627687,2.315089312
2117,2,-1.257315968,-0.785245304,2.715050867
2118,2,-1.192655504,-1.27259355,1.218352951
2119,2,-4.239030103,-2.793872903,1.711769336
2120,2,-1.962317416,-3.456679296,0.399406231
2121,2,-0.219499408,-2.559301103,0.23486444
2122,2,-3.163283715,-1.10879434,1.880625646
2123,2,-4.370601518,-2.672354359,-0.28014411
2124,2,-4.821320547,-3.626660543,0.253096942
2125,2,-3.727206165,-3.631519345,2.534401941
2126,2,-2.850349743,-1.57188569,4.271389106
2127,2,-0.914367014,-1.444405345,0.53104546
2128,2,-3.98382552,1.834565377,8.166374514
2129,1,-3.250843033,0.385936812,-3.601051754
2130,2,-0.910686386,-2.046250351,1.167567129
2131,1,1.207416968,2.600942832,-2.850180041
2132,2,-4.022127606,-2.493789241,0.999594347
2133,2,-1.143528346,-0.647123519,1.570286533
2134,2,-5.07564087,-2.842993972,1.571430882
2135,2,-3.584477213,-3.60489753,0.080381225
2136,2,-4.595217962,-3.581279289,1.380151328
2137,2,-3.982072785,-3.918350118,0.709745344
2138,2,-0.974404461,-0.686085299,1.679908324
2139,2,-5.306369055,-3.136818012,2.507452076
2140,2,-4.747459994,-4.368711198,0.595628401
2141,2,-4.052635789,-3.473395138,2.205630851
2142,2,-2.244032136,-2.052915312,-0.185788011
2143,2,-0.646223584,-2.211802525,0.704105844
2144,2,-2.479730902,-1.64591362,0.975275485
2145,2,-1.091106554,-0.831860738,-0.215639606
2146,2,-1.303527726,-0.033184878,3.640067525
2147,2,-0.126284946,-1.150994057,-1.783019926
2148,2,-3.481469546,-4.410247996,-0.081380403
2149,2,-5.568464511,-0.982955335,-3.692203849
2150,2,-4.338847427,-3.252930455,3.117596957
2151,2,-3.440223658,-0.650557955,3.741663499
2152,2,-4.115734897,-2.385523587,1.544512488
2153,2,-2.283753421,-2.884887593,2.106471078
2154,2,-0.77842698,-1.925059272,2.811103918
2155,2,-2.5734098,-2.030122075,2.410351254
2156,2,-1.060141699,-0.521295288,2.225909676
2157,2,-4.206991597,-2.567876174,0.887806133
2158,2,-4.81079499,-3.313295476,-0.093925701
2159,2,-4.24518704,-3.466373354,2.346936991
2160,2,-4.647541461,-2.214117974,1.580893743
2161,2,-2.30526637,-2.797519254,2.583411638
2162,2,-2.969019349,-1.731792219,2.375570373
2163,2,-4.191875955,-2.673116523,-0.197604043
2164,2,-3.95770303,-3.013593317,-0.525539307
2165,2,-0.515312725,-2.377036036,1.173912271
2166,2,-4.157567568,-4.692387579,0.460938206
2167,2,-3.00430489,-1.743341504,2.850615313
2168,2,-1.534255911,-0.327008919,4.57608872
2169,2,-2.192496721,-2.702535006,2.763177433
2170,2,-2.792025411,-1.714229642,2.486275376
2171,2,-1.301814611,-0.649160972,4.276318392
2172,2,-1.286257298,-0.673745334,4.024307249
2173,2,-1.169611216,-0.935904225,2.169320318
2174,2,-0.585875728,-1.932081057,2.669797778
2175,2,-2.820334761,-1.767954382,-0.303379761
2176,2,-5.391468817,-2.646670148,1.215578067
2177,2,-1.755940477,-3.469960702,0.034253885
2178,2,-3.218510557,0.185769081,2.807270442
2179,2,-3.995644075,-3.281983313,0.297611486
2180,2,-4.700937826,-4.082730109,2.785166541
2181,2,-4.109832358,-2.343130319,1.545324896
2182,2,-2.678237789,-1.576107858,1.341511042
2183,2,-4.899825209,-3.73070403,2.638056866
2184,2,-3.42639797,-0.656817576,3.517817293
2185,2,-2.904723453,-1.316739781,1.416351953
2186,2,-2.639896083,-2.38469264,0.415411172
2187,2,-0.924512074,-2.03999073,1.391413335
2188,2,-5.286640827,-3.100684366,2.284418278
2189,2,-4.020414491,-3.109765335,1.635845213
2190,2,-4.368634005,-2.65822327,-0.279873307
2191,2,-5.220631816,-3.301608023,1.961450724
2192,2,1.53975158,-0.983219923,-0.584048246
2193,2,-4.152198715,-3.302345507,2.975478409
2194,2,-2.988747576,-1.767925865,2.598604171
2195,2,-0.564179987,-1.881816321,2.447034783
2196,2,-1.434309906,-0.80280788,2.604345864
2197,2,-4.19016284,-3.289092617,0.438646823
2198,2,-0.781488641,-1.595507768,1.001122689
2199,2,-2.228729221,-2.707606857,0.198180911
2200,1,-1.632229473,0.852042782,-3.985722034
2201,2,-4.995859268,-2.945000005,1.250358947
2202,2,-5.208136165,-2.99664088,-0.100541646
2203,2,-3.245959292,-1.273555834,4.236608226
2204,2,-4.677261559,-3.911265493,-0.362777611
2205,2,-3.483201171,-4.391923256,-0.053215467
2206,2,-4.132470488,-3.26621186,2.752444611
2207,2,-5.494730882,-2.471426866,2.013319758
2208,2,-4.661704245,-3.935849854,-0.614788753
2209,2,-4.425710998,-3.924990399,0.287877822
2210,1,0.711710967,2.645048875,-0.954051082
2211,2,-2.588948603,-1.40788636,1.997946593
2212,2,-1.089393439,-1.447836833,0.42061126
2213,2,-2.268637779,-2.990127942,1.021060902
2214,2,-2.407200386,-2.07673751,-0.52033922
2215,2,-4.797352381,-3.014805767,0.88412339
2216,2,-4.801594901,-3.567997884,1.745303674
2217,2,-2.664412101,-1.582367479,1.117664836
2218,2,-1.106663867,-0.807276377,0.036371536
2219,2,-4.943437475,-3.129737224,-0.535567192
2220,2,-4.336293131,-4.691625415,0.37839814
2221,2,-2.626070395,-2.390952261,0.191564966
2222,2,-0.221231033,-2.540976363,0.263029376
2223,2,-3.98441788,-3.137149314,4.172405997
2224,2,-5.073909245,-2.861318712,1.543265946
2225,2,-2.447363342,-2.989365779,0.938520835
2226,2,-0.601049963,-2.212246026,1.719913622
2227,1,0.546627808,2.394527362,-2.798598968
2228,2,-3.068965354,-1.255993257,4.347313229
2229,2,-2.702607544,-2.480864658,2.576795693
2230,2,-2.035942081,-2.682172812,0.08531051
2231,2,-4.749427507,-4.382842287,0.595357598
2232,2,-2.156581783,-2.833681417,-0.095538496
2233,2,-2.091202169,-2.891909378,1.965164939
2234,2,-2.782370637,-1.781207271,2.233451825
2235,2,-2.266670266,-2.975996853,1.021331704
2236,2,-2.314849538,-2.238067517,1.94607756
2237,2,1.843057131,-0.083188027,-0.322485587
2238,2,0.690764101,3.510120875,5.166076062
2239,2,-2.716433233,-2.474605037,2.800641899
2240,2,-4.422649336,-4.254541904,2.09785905
2241,2,-5.566732886,-1.001280075,-3.720368785
2242,2,-4.08861389,-2.848359805,-0.995345734
2243,2,-0.513345212,-2.362904947,1.174183073
2244,2,-1.068954141,-1.45063645,3.209183185
2245,2,-1.362162468,-0.92888244,2.310626457
2246,2,-2.380858548,-2.03714386,2.269045114
2247,2,0.792071983,-1.203733066,-1.109801697
2248,2,-4.228504546,-2.480507835,1.364746693
2249,2,-1.166166476,-1.57020506,2.777406248
2250,2,-4.192507935,-2.507891814,3.901307476
2251,2,-5.479173568,-2.496011227,1.761308616
2252,3,2.300861675,-0.280554225,-0.46149873
2253,2,-2.212936019,-2.699735389,-0.025394493
2254,2,-4.857700237,-3.294527235,-1.081568544
2255,2,-2.725633322,-2.219902629,0.961412524
2256,2,-3.677447027,-3.171274023,-1.212575996
2257,2,-4.881376504,-3.465991851,2.066375609
2258,2,-3.376387158,-4.23415503,0.351479746
2259,2,-0.783201756,-0.979531673,0.364871823
2260,2,0.876068918,-1.365527298,-1.543768633
2261,2,-5.151781928,-3.130586908,-0.170685649
2262,2,-1.562565261,-0.380733658,1.786433583
2263,2,-4.24527232,-4.541728657,1.006668755
2264,2,-4.919553437,-3.766837676,2.861090664
2265,2,-1.120489555,-0.801016756,0.260217742
2266,1,1.041579865,3.008341316,-3.562951932
2267,2,-2.83823717,-0.962169217,3.411292034
2268,2,-2.180933027,-3.140786864,0.475330353
2269,2,-2.579312339,-2.072515343,2.409538845
2270,2,-0.678226576,-1.77075105,0.203380998
2271,2,0.114083321,-0.389174486,-1.046205805
2272,2,-1.091360952,-1.461967922,0.420340457
2273,2,-4.058591424,-3.410611161,2.430560268
2274,2,-1.354475207,-1.009991158,2.057532104
2275,2,-3.780709092,-2.99603074,-0.414834305
2276,2,-4.344749967,-3.295323722,3.116784549
2277,2,-4.740615065,-3.453501125,-0.387915911
2278,2,-0.608046651,-1.910956699,-0.090609211
2279,2,-4.772211899,-3.598841866,1.269446326
2280,2,-3.198569256,-1.120343625,2.355670586
2281,2,-4.129560586,-2.379263966,1.768358694
2282,2,-2.299310734,-2.860303232,2.35848222
2283,2,-1.368300895,-1.003731537,2.28137831
2284,2,-2.657166512,-1.744132184,0.031171448
2285,1,-2.015345748,1.580746205,-0.856137851
2286,2,-5.004653199,-3.276689812,1.569216654
2287,2,-2.686107842,-1.632632214,1.340427831
2288,2,-2.058335564,-1.763323799,-2.018411362
2289,2,-4.45499021,-2.221139759,1.439587604
2290,2,-4.603674797,-2.184977596,4.118537737
2291,2,-1.326165856,-0.956266419,4.847187241
2292,2,-0.306968272,-2.376186353,0.809030728
2293,2,-2.517926346,-2.544410799,2.434406342
2294,2,-2.593138028,-2.066255722,2.633385051
2295,1,-0.594534523,1.965607159,-3.207940506
2296,2,-2.037909595,-2.696303902,0.085039707
2297,2,-1.025016573,-1.616488681,-1.240200415
2298,2,-5.083564019,-2.794341083,1.796089496
2299,2,-2.534813696,-2.208599674,0.84827132
2300,2,-1.843645228,-3.319301781,0.579984434
2301,2,-4.520999221,-2.020216102,1.762555158
2302,2,-4.530557498,-4.068627536,-0.116546587
2303,2,-4.955550048,-3.739453698,0.32452988
2304,2,-5.099992115,-3.150099418,2.142299731
2305,2,-0.602763078,-1.596269931,1.083662756
2306,2,-2.62841549,-1.609751457,3.654225619
2307,2,-2.359658591,-3.1400247,0.392790286
2308,2,-0.989172538,-1.552642483,2.888111251
2309,2,-4.724821864,-3.445629657,-0.611491314
2310,2,-4.826352304,-3.288711115,0.158085441
2311,2,-1.891688527,0.272166763,3.746592784
2312,2,-2.508730825,-1.919818968,0.249237535
2313,2,-3.658356276,-3.46049823,0.402265568
2314,2,-5.02636745,-3.924605902,2.456395451
2315,2,-5.278699168,-2.5516859,1.395343862
2316,2,-2.167107339,-3.147046485,0.251484147
2317,2,-4.943673363,-3.162193054,-0.564002931
2318,2,-2.375197394,-2.517788984,-0.019614374
2319,2,-0.872490942,-1.147753171,-0.291563728
2320,2,-5.107915264,-3.10144653,2.366958345
2321,2,-4.642613494,-4.225074061,1.000052811
2322,2,-2.920280767,-1.29215542,1.668363095
2323,2,-4.957517562,-3.753584787,0.324259078
2324,2,-3.847845866,-3.78302795,2.353552935
2325,2,-4.456338757,-2.507564349,0.265857242
2326,2,-4.980301954,-2.969584366,0.998347805
2327,2,-3.642798963,-3.485082591,0.150254426
2328,2,-5.135988727,-3.12271544,-0.394261053
2329,2,-4.568734431,-4.369473361,0.678168468
2330,2,-5.471250419,-2.544664116,1.536650001
2331,2,-5.288353942,-2.484708272,1.648167412
2332,2,-1.299451006,-0.832710422,0.149241936
2333,2,-3.655294614,-3.790049734,2.212246796
2334,2,-3.741031853,-3.625259724,2.758248147
2335,2,-5.138588219,-2.971621819,3.704379664
2336,2,-2.230460846,-2.689282117,0.226345847
2337,2,-3.555348609,-4.265848696,0.24050394
2338,2,-5.00372932,-3.001524361,1.249275736
2339,2,-0.408498712,-2.21926781,1.578607483
2340,2,-3.570651525,-3.611157151,-0.143464981
2341,2,-3.997611589,-3.296114402,0.297340684
2342,2,-3.56893841,-4.227133246,0.492785885
2343,2,-4.623527312,-3.635004029,-1.409503808
2344,2,-2.331736888,-1.902256391,0.359942538
2345,2,-4.326734854,-2.643213981,2.257499885
2346,1,1.267344848,2.733471513,-2.762428341
2347,2,-4.944305343,-2.996968344,3.534908588
2348,2,0.894519733,-1.214219754,-0.784478314
2349,2,-4.212947232,-2.505092196,1.112735551
2350,2,-4.482997192,-4.534263372,0.132167116
2351,1,-4.662106581,-0.990063603,-4.605685814
2352,2,-1.177481269,-0.992428581,2.168237107
2353,2,-5.048519863,-3.30583019,-0.96842734
