"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"2379",6,1,4,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"2380",3,1,5,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,3,6,1
"2381",6,1,3,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,3,5,1
"2382",6,4,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,3,5,1
"2383",3,1,5,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,3,6,1
"2384",6,1,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,5,1
"2385",6,1,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,1
"2386",6,4,3,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,3,6,1
"2387",6,1,5,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,3,1,2
"2388",6,3,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,5,2
"2389",6,4,4,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,6,1
"2390",3,1,5,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,4,5,1
"2391",6,1,5,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"2392",6,4,4,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,3,5,1
"2393",6,4,4,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,5,1
"2394",3,1,5,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"2395",3,1,5,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,6,1
"2396",6,1,4,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,3,5,1
"2397",3,1,4,2,6,2,1,1,6,2,2,3,3,4,7,1,3,2,5,4,6,1
"2398",6,4,3,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,6,1
"2399",6,1,3,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"2400",6,3,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,3,5,2
"2401",3,1,4,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,5,1
"2402",6,1,4,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,5,1
"2403",3,4,3,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,5,1
"2404",3,4,4,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,5,1
"2405",6,4,5,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,4,5,1
"2406",6,4,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,6,1
"2407",6,1,3,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,4,6,1
"2408",6,4,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,3,6,1
"2409",3,1,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,6,1
"2410",6,1,4,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,3,5,1
"2411",3,1,5,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,4,5,1
"2412",6,4,5,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,5,1
"2413",6,4,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,3,5,1
"2414",6,1,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"2415",6,4,5,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,6,1
"2416",3,1,5,2,6,2,1,1,11,2,2,3,3,4,7,1,3,2,5,4,5,1
"2417",6,4,5,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,6,1
"2418",6,4,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,6,1
"2419",3,1,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"2420",6,1,5,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,4,6,1
"2421",6,1,5,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,4,5,1
"2422",6,4,5,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"2423",3,1,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,6,1
"2424",6,1,3,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,6,1
"2425",3,1,5,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,4,5,1
"2426",6,3,6,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"2427",6,1,3,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,6,1
"2428",3,1,5,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,3,6,1
"2429",6,1,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,6,1
"2430",3,1,3,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,4,5,1
"2431",6,4,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,3,6,1
"2432",6,1,4,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,6,1
"2433",6,1,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,6,1
"2434",6,1,4,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,3,5,1
"2435",6,1,4,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,4,6,1
"2436",3,1,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,4,6,1
"2437",6,1,3,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,4,5,1
"2438",3,4,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,6,1
"2439",3,4,3,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,5,1
"2440",6,4,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,6,1
"2441",6,4,4,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,6,1
"2442",6,1,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,3,6,1
"2443",6,1,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,2
"2444",6,4,5,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,3,5,1
"2445",6,4,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,4,6,1
"2446",6,1,5,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,3,5,1
"2447",3,1,5,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,4,6,1
"2448",3,1,5,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,3,5,1
"2449",3,1,4,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"2450",3,1,4,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,6,1
"2451",6,4,4,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,6,1
"2452",6,1,4,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,4,1,2
"2453",6,4,4,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"2454",6,1,3,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,3,6,1
"2455",3,1,5,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,5,1
"2456",6,4,3,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,4,6,1
"2457",6,1,4,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,4,5,1
"2458",6,1,5,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,6,1
"2459",6,4,3,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,4,5,1
"2460",6,1,5,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,5,1
"2461",3,1,4,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,3,6,1
"2462",6,4,4,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,3,6,1
"2463",6,4,4,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,3,5,1
"2464",3,1,5,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,6,1
"2465",6,1,4,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,5,1
"2466",3,1,5,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,4,5,1
"2467",6,4,3,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,3,5,1
"2468",6,1,5,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,3,6,1
"2469",6,4,4,2,6,2,1,1,11,2,2,3,3,4,7,1,3,2,5,3,5,1
"2470",3,1,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,5,1
"2471",6,1,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,4,5,1
"2472",6,1,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,3,5,1
"2473",6,4,4,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,4,5,1
"2474",6,4,4,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,4,6,1
"2475",6,4,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,5,1
"2476",6,4,5,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,3,5,1
"2477",6,4,4,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,3,6,1
"2478",3,4,5,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,3,4,6
"2479",6,3,4,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,4,4,2
"2480",6,1,4,2,6,2,1,1,10,2,2,3,3,4,7,1,3,2,5,3,5,1
"2481",6,1,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,3,6,1
"2482",6,3,6,1,2,2,2,2,10,1,2,3,3,8,8,1,3,2,5,4,4,1
"2483",6,4,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,6,1
"2484",6,1,3,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,5,1
"2485",6,4,5,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,4,6,1
"2486",6,4,3,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,5,1
"2487",6,3,9,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,4,2
"2488",3,1,4,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,4,5,1
"2489",6,4,4,2,6,2,1,1,6,2,2,3,3,4,7,1,3,2,5,4,5,1
"2490",6,4,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,5,1
"2491",6,1,3,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,4,6,1
"2492",6,4,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,3,5,1
"2493",6,4,4,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,4,5,1
"2494",6,1,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"2495",3,4,9,2,7,2,1,2,8,1,4,3,3,8,8,1,3,2,5,4,5,6
"2496",3,1,5,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,6,1
"2497",6,1,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,3,6,1
"2498",6,1,3,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,5,1
"2499",6,4,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,5,1
"2500",3,3,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,4,2
"2501",6,1,5,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,4,1,2
"2502",6,1,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,5,1
"2503",3,1,5,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,5,1
"2504",6,4,3,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,4,6,1
"2505",6,4,3,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,6,1
"2506",6,4,3,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,6,1
"2507",3,1,5,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,6,1
"2508",6,1,4,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,5,1
"2509",3,1,5,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,3,5,1
"2510",3,1,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,6,1
"2511",6,4,3,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,5,1
"2512",6,3,9,1,2,2,2,2,8,1,2,3,3,8,8,1,3,2,5,4,4,1
"2513",3,1,5,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,3,6,1
"2514",3,1,4,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,6,1
"2515",3,1,5,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,3,5,1
"2516",6,4,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"2517",6,1,3,2,6,2,1,1,11,2,2,3,3,4,7,1,3,2,5,3,6,1
"2518",3,3,9,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,4,4,2
"2519",6,4,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,6,1
"2520",6,1,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,5,1
"2521",3,1,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"2522",3,1,5,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,5,1
"2523",6,4,5,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,3,6,1
"2524",6,4,4,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,6,1
"2525",6,4,5,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,5,1
"2526",6,1,4,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,6,1
"2527",6,4,5,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,6,1
"2528",6,4,5,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,3,5,1
"2529",3,1,5,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,6,1
"2530",6,4,4,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,5,1
"2531",6,4,3,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,6,1
"2532",6,4,5,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,3,6,1
"2533",6,1,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,5
"2534",3,1,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,3,5,1
"2535",6,4,3,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,5,1
"2536",6,1,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,1
"2537",6,4,3,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,5,1
"2538",6,1,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,3,5,1
"2539",6,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,1
"2540",6,1,6,1,2,2,2,2,6,1,2,3,3,8,8,1,3,2,5,4,4,1
"2541",6,1,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,3,5,1
"2542",3,1,4,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,4,6,1
"2543",6,1,4,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,4,5,1
"2544",6,4,4,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,6,1
"2545",6,4,4,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"2546",3,1,4,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,4,6,1
"2547",6,1,4,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,4,6,1
"2548",6,1,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,5,1
"2549",6,1,5,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,6,1
"2550",6,4,5,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,5,1
"2551",3,1,5,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,6,1
"2552",3,1,5,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,5,1
"2553",3,1,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,3,6,1
"2554",6,1,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,6,1
"2555",6,4,5,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"2556",6,4,3,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,4,5,1
"2557",3,1,5,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,4,5,1
"2558",6,4,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"2559",6,4,5,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,6,1
"2560",6,1,9,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"2561",3,1,5,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,3,6,1
"2562",6,4,3,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,4,5,1
"2563",6,4,5,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,4,6,1
"2564",3,1,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,3,5,1
"2565",6,1,3,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,6,1
"2566",6,1,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,1
"2567",6,4,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,3,6,1
"2568",3,1,4,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,4,5,1
"2569",3,4,3,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,5,1
"2570",6,1,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,5,1
"2571",6,1,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,2
"2572",6,4,5,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,6,1
"2573",6,4,5,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,5,1
"2574",6,4,5,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,3,5,1
"2575",6,4,5,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"2576",6,4,4,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,4,6,1
"2577",6,4,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,3,6,1
"2578",6,1,4,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,6,1
"2579",6,4,3,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,3,6,1
"2580",6,4,3,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,3,5,1
"2581",6,4,4,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,4,5,1
"2582",3,1,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"2583",3,1,5,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,3,5,1
"2584",3,1,5,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"2585",6,4,4,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,5,1
"2586",6,4,4,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,4,6,1
"2587",6,1,3,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,5,1
"2588",3,1,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"2589",3,1,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,4,5,1
"2590",6,4,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"2591",6,4,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"2592",3,1,5,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,3,6,1
"2593",3,1,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,5,1
"2594",6,1,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,5
"2595",6,1,4,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"2596",6,4,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,6,1
"2597",6,1,4,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,6,1
"2598",6,1,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,6,1
"2599",6,4,4,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,3,5,1
"2600",3,1,5,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,3,6,1
"2601",3,1,4,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,3,6,1
"2602",6,4,5,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,3,5,1
"2603",6,1,3,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,3,6,1
"2604",3,1,5,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,4,5,1
"2605",6,1,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,5
"2606",6,1,3,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,5,1
"2607",3,1,5,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,4,5,1
"2608",6,1,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,3,6,1
"2609",6,1,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"2610",6,4,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,6,1
"2611",3,4,4,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,4,5,1
"2612",3,1,5,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,4,6,1
"2613",6,1,4,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,4,6,1
"2614",3,1,4,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"2615",6,4,5,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,3,6,1
"2616",6,4,4,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,4,6,1
"2617",6,4,4,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,4,6,1
"2618",6,1,5,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,4,6,1
"2619",6,4,3,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,6,1
"2620",3,1,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,5,1
"2621",6,4,3,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,5,1
"2622",6,1,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,6,1
"2623",3,1,5,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,6,1
"2624",6,4,3,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,4,5,1
"2625",6,1,4,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"2626",6,4,5,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,4,5,1
"2627",6,1,4,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,4,5,1
"2628",3,1,4,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,5,1
"2629",6,1,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,6,1
"2630",3,3,5,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,1,2
"2631",3,1,5,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"2632",6,4,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,6,1
"2633",3,4,4,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"2634",6,4,4,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,4,5,1
"2635",3,4,3,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,4,5,1
"2636",6,4,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,6,1
"2637",6,1,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,5,1
"2638",3,1,4,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,5,1
"2639",6,4,5,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,5,1
"2640",3,1,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,6,1
"2641",6,4,3,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,5,1
"2642",6,4,3,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,5,1
"2643",3,4,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,5,1
"2644",6,4,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,6,1
"2645",6,1,4,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,4,6,1
"2646",3,1,4,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"2647",3,1,9,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,4,2
"2648",6,4,5,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,4,5,1
"2649",6,1,4,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,6,1
"2650",3,4,3,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,6,1
"2651",6,1,3,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,3,5,1
"2652",6,4,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,6,1
"2653",3,4,5,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,3,6,1
"2654",6,4,4,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"2655",3,1,5,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,5,1
"2656",6,4,3,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,3,6,1
"2657",6,4,3,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,5,1
"2658",6,4,3,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,3,5,1
"2659",6,1,3,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,4,6,1
"2660",6,1,3,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,4,5,1
"2661",6,1,3,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,4,5,1
"2662",3,1,5,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,4,6,1
"2663",6,1,4,2,6,2,1,1,6,2,2,3,3,4,7,1,3,2,5,3,5,1
"2664",6,1,4,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,3,5,1
"2665",6,4,4,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,3,6,1
"2666",6,4,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"2667",6,1,3,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,3,6,1
"2668",6,1,3,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,6,1
