"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1738",1,3,3,9,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,3,4,2
"1739",2,3,3,9,2,7,2,1,2,8,1,4,3,3,8,8,1,3,2,5,4,5,6
"1740",1,6,1,9,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,1,2
"1741",1,3,1,5,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,4,2
"1742",1,3,3,4,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,4,2
"1743",1,6,1,9,1,6,2,2,1,6,2,4,1,1,8,8,1,3,2,1,3,1,2
"1744",1,3,4,5,2,4,2,1,1,11,1,5,3,4,8,8,1,3,2,5,4,6,2
"1745",2,3,3,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,4,2
"1746",1,6,1,9,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,1,2
"1747",1,3,1,5,1,6,2,1,2,8,1,4,3,3,8,8,1,3,2,5,3,6,6
"1748",2,3,4,5,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,4,6
"1749",1,3,3,9,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,4,4,2
"1750",1,6,1,4,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,4,4,2
"1751",1,3,4,10,2,1,2,1,1,6,1,5,3,4,8,8,1,3,2,5,4,6,5
"1752",1,6,1,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,4,2
"1753",1,6,1,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,1,2
"1754",2,3,4,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,2
"1755",1,3,1,5,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,4,2
"1756",1,3,1,4,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,4,2
"1757",1,6,1,5,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,3,4,2
"1758",1,6,1,5,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,5,1
"1759",1,6,3,4,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,4,2
"1760",1,6,3,4,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,3,1,2
"1761",1,6,1,9,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,4,2
"1762",1,3,1,4,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,4,2
"1763",1,6,1,5,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,6,1
"1764",1,6,3,9,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,4,2
"1765",2,6,3,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,6
"1766",1,3,3,4,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,4,1,2
"1767",1,6,3,5,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,4,2
"1768",1,6,1,5,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,5,1
"1769",1,6,4,10,2,1,2,1,1,8,1,5,3,4,8,8,1,3,2,5,4,6,2
"1770",1,6,3,4,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1771",1,6,1,5,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,1,2
"1772",1,6,1,9,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,3,1,2
"1773",1,6,4,10,2,1,2,1,1,5,1,3,3,3,8,8,1,3,2,5,4,4,2
"1774",1,6,1,5,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,3,6,1
"1775",1,6,1,9,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,3,1,2
"1776",1,6,1,9,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,3,1,2
"1777",2,3,3,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,6
"1778",2,3,3,9,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,3,5,6
"1779",1,6,3,5,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,3,1,2
"1780",1,6,1,4,1,6,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,5,6
"1781",1,3,3,5,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,3,4,2
"1782",1,6,3,9,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,3,1,2
"1783",2,3,3,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,3,4,2
"1784",1,1,3,10,2,1,2,1,1,5,1,3,3,3,8,8,1,3,2,5,4,4,2
"1785",1,6,1,5,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,1,2
"1786",2,3,4,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,3,4,6
"1787",1,6,3,4,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,1,2
"1788",1,6,3,4,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,4,4,2
"1789",1,6,3,9,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,3,4,2
"1790",2,3,3,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,5,6
"1791",1,3,3,9,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1792",1,6,1,5,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,4,1,2
"1793",1,3,1,5,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,4,2
"1794",1,6,1,5,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,1,2
"1795",2,3,4,5,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,3,5,2
"1796",1,6,1,9,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,4,4,2
"1797",1,3,3,9,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,1,2
"1798",2,3,4,9,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,3,5,6
"1799",1,3,3,4,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,1,2
"1800",1,3,4,5,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"1801",1,6,1,4,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,4,1,2
"1802",1,6,1,4,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,3,5,1
"1803",1,6,4,5,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,5,1
"1804",1,3,1,5,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,6,1
"1805",1,3,4,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,3,5,1
"1806",1,3,3,4,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,4,4,2
"1807",1,6,1,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,6,1
"1808",1,6,4,4,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"1809",1,6,1,4,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,4,2
"1810",2,3,3,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,2
"1811",1,3,1,5,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,3,5,1
"1812",2,6,3,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,3,5,2
"1813",1,6,3,9,2,1,2,1,1,6,1,3,3,3,8,8,1,3,2,5,4,4,2
"1814",1,6,3,9,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,3,1,2
"1815",1,6,4,10,2,1,2,1,1,3,1,3,3,3,8,8,1,3,2,5,4,4,2
"1816",2,6,1,4,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,2
"1817",1,3,3,5,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,4,1,2
"1818",1,3,3,9,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,4,2
"1819",1,6,1,5,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,5,1
"1820",1,3,3,5,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,3,4,2
"1821",1,6,1,5,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,4,2
"1822",2,6,3,9,2,7,2,1,2,8,1,4,3,3,8,8,1,3,2,5,3,5,6
"1823",1,3,1,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,4,6,1
"1824",1,6,4,9,2,4,2,1,1,5,1,3,3,3,8,8,1,3,2,5,4,3,2
"1825",1,3,1,4,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,3,4,2
"1826",1,6,4,3,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,5,1
"1827",1,3,1,9,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,3,4,2
"1828",1,6,3,4,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,1,2
"1829",1,6,4,5,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,3,5,1
"1830",1,6,4,4,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,6,1
"1831",1,6,1,4,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,5,1
"1832",1,3,3,9,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,4,1,2
"1833",1,6,1,4,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,3,5,1
"1834",1,6,1,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,5,1
"1835",1,6,1,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"1836",1,6,4,5,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,4,6,1
"1837",1,3,1,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,4,2
"1838",1,6,4,5,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,3,6,1
"1839",1,6,3,4,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,3,4,2
"1840",1,6,1,4,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,1,2
"1841",1,3,1,9,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,1,2
"1842",1,6,4,4,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,3,5,1
"1843",2,3,4,5,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,4,4,6
"1844",1,6,4,3,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"1845",1,3,1,9,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,4,2
"1846",1,3,3,4,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,4,1,2
"1847",1,6,4,4,2,6,2,1,1,11,2,2,3,3,4,7,1,3,2,5,4,5,1
"1848",1,3,1,4,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,3,5,1
"1849",1,6,1,5,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,3,5,1
"1850",1,3,1,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,3,5,1
"1851",1,6,3,9,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,4,1,2
"1852",1,6,1,3,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"1853",1,6,1,5,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,3,5,1
"1854",1,6,1,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,3,6,1
"1855",1,6,1,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,6,1
"1856",1,6,1,10,2,1,2,2,2,11,2,2,3,3,8,8,1,3,2,5,4,5,1
"1857",1,6,1,3,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"1858",2,3,3,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,5,2
"1859",1,6,3,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,4,2
"1860",1,6,1,3,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,6,1
"1861",1,6,4,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,3,5,1
"1862",1,6,1,9,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,1,2
"1863",1,6,1,4,2,6,2,1,1,11,2,2,3,3,7,8,1,3,2,5,4,6,1
"1864",1,6,3,4,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,4,4,2
"1865",1,6,4,3,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,4,6,1
"1866",1,6,4,5,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,5,1
"1867",1,6,3,9,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,3,1,2
"1868",1,6,3,5,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,3,1,2
"1869",1,6,3,9,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,3,4,2
"1870",1,6,3,5,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,3,4,2
"1871",1,3,1,3,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,6,1
"1872",1,3,1,9,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,3,1,2
"1873",1,3,1,4,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,3,1,2
"1874",1,6,4,3,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"1875",1,6,1,3,2,6,2,1,1,8,2,2,3,3,7,8,1,3,2,5,4,6,1
"1876",1,6,4,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,5,1
"1877",1,6,1,3,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,3,6,1
"1878",1,3,3,5,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,4,2
"1879",1,6,3,9,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,3,1,2
"1880",1,6,3,9,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,1,2
"1881",1,6,1,9,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,1,2
"1882",1,6,1,3,2,6,2,1,1,10,2,2,3,3,4,7,1,3,2,5,4,5,1
"1883",1,6,1,5,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,4,6,1
"1884",1,3,1,5,2,6,2,1,1,11,2,2,3,3,4,7,1,3,2,5,3,5,1
"1885",1,3,1,9,2,4,2,2,2,8,2,2,3,3,8,8,1,3,2,5,4,5,1
"1886",1,3,1,9,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1887",2,3,4,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,3,4,2
"1888",1,3,1,4,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,3,5,1
"1889",1,6,1,5,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"1890",1,6,3,9,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,4,1,2
"1891",1,6,1,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,1,2
"1892",1,6,3,5,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,1,2
"1893",1,6,1,5,1,6,2,2,1,6,2,4,3,3,8,8,1,3,2,1,4,1,2
"1894",1,6,3,4,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,1,2
"1895",1,6,4,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"1896",1,6,1,5,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,6,1
"1897",1,3,3,4,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,4,4,2
"1898",1,3,3,5,1,6,2,2,1,6,2,4,1,1,8,8,1,3,2,1,3,1,2
"1899",1,6,3,4,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,4,2
"1900",1,3,1,4,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,3,6,1
"1901",1,6,3,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,1,2
"1902",1,3,1,5,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,4,1,2
"1903",1,3,3,9,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,4,2
"1904",1,6,1,4,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,4,2
"1905",1,3,1,5,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,1,2
"1906",1,3,1,5,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,3,1,2
"1907",1,6,1,5,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,4,5,1
"1908",1,3,3,4,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,1,2
"1909",1,3,3,9,1,6,2,2,1,6,2,4,1,1,8,8,1,3,2,1,4,4,2
"1910",1,6,4,3,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,3,5,1
"1911",1,6,4,4,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,5,1
"1912",1,6,4,3,2,6,2,1,1,6,2,2,3,3,4,7,1,3,2,5,3,5,1
"1913",1,6,1,4,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,3,4,2
"1914",1,3,1,4,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,1,2
"1915",1,3,4,10,2,4,2,1,1,8,1,5,3,4,8,8,1,3,2,5,4,6,2
"1916",2,3,4,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,3,5,6
"1917",1,3,3,5,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,1,2
"1918",1,3,1,5,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,3,4,2
"1919",1,3,1,5,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,3,5,1
"1920",1,6,1,3,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,6,1
"1921",1,3,1,4,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,1,2
"1922",1,6,1,5,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,3,4,2
"1923",1,6,1,4,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,4,2
"1924",1,6,4,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"1925",1,3,1,5,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,3,5,1
"1926",1,6,1,5,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,4,2
"1927",1,6,1,5,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,1,2
"1928",1,3,3,9,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,4,2
"1929",1,3,3,4,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,3,4,2
"1930",2,3,4,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,3,4,6
"1931",1,1,3,9,2,1,2,1,1,5,1,3,3,3,8,8,1,3,2,5,4,4,2
"1932",1,6,1,5,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"1933",1,3,1,4,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1934",1,6,1,5,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,4,4,2
"1935",1,6,3,5,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,4,4,2
"1936",1,3,3,9,2,4,2,2,2,6,2,2,3,3,8,8,1,3,2,5,7,5,1
"1937",1,6,1,9,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,4,1,2
"1938",1,6,3,9,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,3,1,2
"1939",1,6,3,4,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,3,4,2
"1940",1,6,4,3,2,6,2,1,1,8,2,2,3,3,8,7,1,3,2,5,3,5,1
"1941",1,3,1,5,2,6,2,1,1,6,2,2,3,3,4,7,1,3,2,5,3,5,1
"1942",1,6,1,5,2,6,2,1,1,6,2,2,3,3,8,8,1,3,2,5,3,5,1
"1943",1,3,1,9,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,3,4,2
"1944",1,3,3,5,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,4,4,2
"1945",2,3,3,9,2,7,2,1,2,5,1,4,3,3,8,8,1,3,2,5,4,5,6
"1946",1,3,1,5,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,4,2
"1947",1,6,4,4,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,6,1
"1948",1,6,4,4,2,6,2,1,1,6,2,2,3,3,4,4,1,3,2,5,4,5,1
"1949",1,6,1,4,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,1,2
"1950",1,6,1,4,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,5,1
"1951",1,6,4,3,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"1952",1,6,1,4,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,6,1
"1953",1,6,1,4,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,5,1
"1954",1,6,1,5,2,6,2,1,1,8,2,2,3,3,7,4,1,3,2,5,3,5,1
"1955",2,6,3,9,2,7,2,1,2,8,1,4,3,3,8,8,1,3,2,5,3,5,2
"1956",1,6,1,5,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,3,4,2
"1957",1,6,4,5,2,6,2,1,1,11,2,2,3,3,7,7,1,3,2,5,4,5,1
"1958",1,6,1,4,2,6,2,1,1,8,2,2,3,3,8,4,1,3,2,5,4,6,1
"1959",2,3,4,5,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,4,2
"1960",1,6,1,4,2,6,2,1,1,10,2,2,3,3,8,4,1,3,2,5,3,6,1
"1961",1,6,1,4,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,4,2
"1962",1,6,1,3,2,6,2,1,1,10,2,2,3,3,4,4,1,3,2,5,3,5,1
"1963",1,3,1,5,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,4,4,2
"1964",1,3,3,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,4,1,2
"1965",1,3,3,5,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,3,4,2
"1966",1,6,4,3,2,6,2,1,1,11,2,2,3,3,8,4,1,3,2,5,4,5,1
"1967",1,3,3,5,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,4,2
"1968",1,3,1,5,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,5,1
"1969",1,3,3,9,1,6,2,2,1,4,2,4,3,3,8,8,1,3,2,1,3,4,2
"1970",1,6,1,5,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1971",1,3,1,5,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,4,4,2
"1972",2,6,3,5,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,3,5,6
"1973",1,6,1,5,2,6,2,1,1,8,2,2,3,3,8,8,1,3,2,5,3,6,1
"1974",1,3,3,5,1,6,2,2,1,5,2,4,1,3,8,8,1,3,2,1,4,4,2
"1975",2,3,4,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,2
"1976",1,6,1,5,2,6,2,1,1,6,2,2,3,3,7,4,1,3,2,5,4,5,1
"1977",1,6,1,4,2,6,2,1,1,10,2,2,3,3,8,7,1,3,2,5,4,6,1
"1978",1,3,1,5,1,6,2,2,1,8,2,4,1,1,8,8,1,3,2,1,4,1,2
"1979",1,6,1,3,2,6,2,1,1,8,2,2,3,3,4,4,1,3,2,5,3,5,1
"1980",1,3,1,9,1,6,2,2,1,8,2,4,3,3,8,8,1,3,2,1,4,4,2
"1981",1,6,1,9,1,6,2,2,1,4,2,4,1,1,8,8,1,3,2,1,3,4,2
"1982",1,6,4,9,2,4,2,1,1,5,1,3,3,3,8,8,1,3,2,5,3,3,4
"1983",1,6,3,9,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,4,2
"1984",1,6,4,4,2,6,2,1,1,10,2,2,3,3,7,4,1,3,2,5,4,5,1
"1985",1,6,1,4,2,6,2,1,1,6,2,2,3,3,4,8,1,3,2,5,3,6,1
"1986",1,6,3,4,1,6,2,2,1,6,2,4,1,3,8,8,1,3,2,1,4,1,2
"1987",2,3,4,9,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,4,4,6
"1988",1,6,1,3,2,6,2,1,1,11,2,2,3,3,8,7,1,3,2,5,4,5,1
"1989",2,3,3,5,2,7,2,1,2,6,1,4,3,3,8,8,1,3,2,5,3,4,6
"1990",2,3,4,5,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,5,2
"1991",1,6,1,4,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,5,1
"1992",1,3,3,5,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,4,1,2
"1993",1,6,1,4,2,6,2,1,1,8,2,2,3,3,4,8,1,3,2,5,4,6,1
"1994",1,6,1,5,1,6,2,2,1,4,2,4,3,1,8,8,1,3,2,1,3,1,2
"1995",1,6,1,5,2,6,2,1,1,11,2,2,3,3,7,4,1,3,2,5,4,6,1
"1996",1,3,3,5,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,4,2
"1997",1,3,1,5,1,6,2,2,1,8,2,4,3,1,8,8,1,3,2,1,3,1,2
"1998",1,6,3,5,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"1999",1,6,3,5,1,6,2,2,1,5,2,4,3,1,8,8,1,3,2,1,3,4,2
"2000",1,6,1,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,4,5,1
"2001",1,6,4,3,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,4,5,1
"2002",1,3,3,5,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,3,1,2
"2003",1,6,1,5,2,6,2,1,1,11,2,2,3,3,4,4,1,3,2,5,3,6,1
"2004",2,3,4,9,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,5,6
"2005",1,6,4,10,2,4,2,1,1,6,1,5,3,4,8,8,1,3,2,5,4,4,2
"2006",2,3,3,5,2,7,2,1,2,8,1,4,3,3,8,8,1,3,2,5,3,4,2
"2007",1,3,1,9,1,6,2,2,1,4,2,4,1,3,8,8,1,3,2,1,4,4,2
"2008",1,3,1,5,1,6,2,2,1,6,2,4,1,1,8,8,1,3,2,1,3,1,2
"2009",2,3,3,5,2,7,2,1,2,11,1,4,3,3,8,8,1,3,2,5,4,5,2
"2010",1,6,3,5,1,6,2,2,1,5,2,4,1,1,8,8,1,3,2,1,4,1,2
"2011",1,6,1,5,1,6,2,2,1,6,2,4,3,1,8,8,1,3,2,1,3,4,2
"2012",1,6,1,3,2,6,2,1,1,10,2,2,3,3,4,8,1,3,2,5,3,5,1
"2013",1,3,1,5,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,3,1,2
"2014",1,6,1,9,1,6,2,2,1,5,2,4,3,3,8,8,1,3,2,1,4,4,2
"2015",1,3,3,4,1,6,2,2,1,8,2,4,1,3,8,8,1,3,2,1,4,1,2
