"","V1"
"2498",1
"2499",1
"2500",1
"2501",1
"2502",1
"2503",1
"2504",1
"2505",1
"2506",1
"2507",1
"2508",1
"2509",1
"2510",1
"2511",1
"2512",2
"2513",1
"2514",1
"2515",1
"2516",1
"2517",1
"2518",1
"2519",1
"2520",1
"2521",1
"2522",1
"2523",1
"2524",1
"2525",1
"2526",1
"2527",1
"2528",1
"2529",1
"2530",1
"2531",1
"2532",1
"2533",2
"2534",1
"2535",1
"2536",2
"2537",1
"2538",1
"2539",2
"2540",2
"2541",1
"2542",1
"2543",1
"2544",1
"2545",1
"2546",1
"2547",1
"2548",1
"2549",1
"2550",1
"2551",1
"2552",1
"2553",1
"2554",1
"2555",1
"2556",1
"2557",1
"2558",1
"2559",1
"2560",2
"2561",1
"2562",1
"2563",1
"2564",1
"2565",1
"2566",2
"2567",1
"2568",1
"2569",1
"2570",1
"2571",2
"2572",1
"2573",1
"2574",1
"2575",1
"2576",1
"2577",1
"2578",1
"2579",1
"2580",1
"2581",1
"2582",1
"2583",1
"2584",1
"2585",1
"2586",1
"2587",1
"2588",1
"2589",1
"2590",1
"2591",1
"2592",1
"2593",1
"2594",2
"2595",1
"2596",1
"2597",1
"2598",1
"2599",1
"2600",1
"2601",1
"2602",1
"2603",1
"2604",1
"2605",2
"2606",1
"2607",1
"2608",1
"2609",1
"2610",1
"2611",1
"2612",1
"2613",1
"2614",1
"2615",1
"2616",1
"2617",1
"2618",1
"2619",1
"2620",1
"2621",1
"2622",1
"2623",1
"2624",1
"2625",1
"2626",1
"2627",2
"2628",1
"2629",1
"2630",1
"2631",1
"2632",1
"2633",1
"2634",1
"2635",1
"2636",1
"2637",1
"2638",1
"2639",1
"2640",1
"2641",1
"2642",1
"2643",1
"2644",1
"2645",1
"2646",1
"2647",1
"2648",1
"2649",1
"2650",1
"2651",1
"2652",1
"2653",1
"2654",1
"2655",1
"2656",1
"2657",1
"2658",1
"2659",1
"2660",1
"2661",1
"2662",1
"2663",1
"2664",1
"2665",1
"2666",1
"2667",1
"2668",1
"2669",1
"2670",1
"2671",1
"2672",1
"2673",1
"2674",1
"2675",1
"2676",1
"2677",1
"2678",1
"2679",1
"2680",1
"2681",1
"2682",1
"2683",2
"2684",1
"2685",1
"2686",1
"2687",1
"2688",1
"2689",1
"2690",1
"2691",1
"2692",1
"2693",1
"2694",1
"2695",1
"2696",1
"2697",2
"2698",1
"2699",1
"2700",1
"2701",1
"2702",1
"2703",1
"2704",1
"2705",1
"2706",1
"2707",1
"2708",1
"2709",1
"2710",1
"2711",1
"2712",1
"2713",1
"2714",1
"2715",1
"2716",1
"2717",1
"2718",1
"2719",1
"2720",1
"2721",1
"2722",1
"2723",1
"2724",1
"2725",1
"2726",1
"2727",1
"2728",1
"2729",1
"2730",1
"2731",1
"2732",1
"2733",1
"2734",1
"2735",1
"2736",1
"2737",1
"2738",1
"2739",1
"2740",1
"2741",1
"2742",1
"2743",1
"2744",1
"2745",1
"2746",1
"2747",1
"2748",1
"2749",2
"2750",1
"2751",1
"2752",1
"2753",1
"2754",1
"2755",1
"2756",1
"2757",1
"2758",1
"2759",1
"2760",1
"2761",1
"2762",1
"2763",1
"2764",1
"2765",1
"2766",2
"2767",1
"2768",1
"2769",1
"2770",2
"2771",1
"2772",1
"2773",1
"2774",1
"2775",1
"2776",1
"2777",1
"2778",1
"2779",1
"2780",1
"2781",1
"2782",1
"2783",1
"2784",1
"2785",1
"2786",1
"2787",1
"2788",1
"2789",1
"2790",1
"2791",1
"2792",1
"2793",1
"2794",1
"2795",1
"2796",1
"2797",2
"2798",1
"2799",1
"2800",1
"2801",1
"2802",1
"2803",1
"2804",1
"2805",1
"2806",1
"2807",1
"2808",1
"2809",1
"2810",1
"2811",1
"2812",1
"2813",1
"2814",1
"2815",1
"2816",1
"2817",1
"2818",1
"2819",1
"2820",1
"2821",1
"2822",1
"2823",1
"2824",1
"2825",1
"2826",1
"2827",1
"2828",1
"2829",1
"2830",1
"2831",1
"2832",1
"2833",1
"2834",1
"2835",1
"2836",1
"2837",1
"2838",1
"2839",1
"2840",1
"2841",2
"2842",1
"2843",1
"2844",1
"2845",1
"2846",1
"2847",1
"2848",1
"2849",1
"2850",1
"2851",1
"2852",1
"2853",1
"2854",1
"2855",1
"2856",1
"2857",1
"2858",1
"2859",1
"2860",2
"2861",1
"2862",1
"2863",1
"2864",1
"2865",1
"2866",1
"2867",1
"2868",1
"2869",1
"2870",1
"2871",1
"2872",1
"2873",1
"2874",1
"2875",1
"2876",1
"2877",1
"2878",1
"2879",1
"2880",1
"2881",1
"2882",1
"2883",1
"2884",1
"2885",1
"2886",1
"2887",2
"2888",1
"2889",1
"2890",1
"2891",1
"2892",2
"2893",1
"2894",1
"2895",1
"2896",1
"2897",1
"2898",1
"2899",1
"2900",1
"2901",1
"2902",1
"2903",2
"2904",1
"2905",1
"2906",1
"2907",1
"2908",1
"2909",1
"2910",1
"2911",1
"2912",1
"2913",1
"2914",1
"2915",1
"2916",1
"2917",1
"2918",1
"2919",1
"2920",1
"2921",1
"2922",1
"2923",1
"2924",1
"2925",1
"2926",2
"2927",1
"2928",1
"2929",1
"2930",1
"2931",1
"2932",1
"2933",1
"2934",1
"2935",1
"2936",1
"2937",2
"2938",1
"2939",1
"2940",1
"2941",1
"2942",1
"2943",1
"2944",1
"2945",1
"2946",1
"2947",1
"2948",1
"2949",1
"2950",1
"2951",1
"2952",1
"2953",1
"2954",1
"2955",1
"2956",1
"2957",1
"2958",1
"2959",1
"2960",1
"2961",1
"2962",1
"2963",1
"2964",1
"2965",1
"2966",1
"2967",1
"2968",1
"2969",1
"2970",1
"2971",1
"2972",1
"2973",1
"2974",1
"2975",1
"2976",1
"2977",1
"2978",1
"2979",1
"2980",1
"2981",1
"2982",1
"2983",1
"2984",1
"2985",1
"2986",1
"2987",1
"2988",1
"2989",1
"2990",2
"2991",1
"2992",1
"2993",1
"2994",1
"2995",1
"2996",1
"2997",1
"2998",1
"2999",1
"3000",1
"3001",2
"3002",1
"3003",2
"3004",2
"3005",1
"3006",1
"3007",1
"3008",1
"3009",2
"3010",1
"3011",1
"3012",1
"3013",2
"3014",1
"3015",1
"3016",2
"3017",2
"3018",1
"3019",1
"3020",1
"3021",1
"3022",1
"3023",1
"3024",1
"3025",1
"3026",2
"3027",2
"3028",1
"3029",1
"3030",1
"3031",1
"3032",1
"3033",1
"3034",2
"3035",1
"3036",1
"3037",2
"3038",1
"3039",1
"3040",2
"3041",2
"3042",1
"3043",1
"3044",1
"3045",1
"3046",1
"3047",2
"3048",1
"3049",1
"3050",1
"3051",1
"3052",2
"3053",1
"3054",1
"3055",1
"3056",1
"3057",2
"3058",2
"3059",1
"3060",2
"3061",2
"3062",2
"3063",1
"3064",2
"3065",1
"3066",1
"3067",1
"3068",2
"3069",2
"3070",1
"3071",1
"3072",1
"3073",2
"3074",1
"3075",2
"3076",1
"3077",1
"3078",2
"3079",1
"3080",1
"3081",1
"3082",2
"3083",1
"3084",1
"3085",2
"3086",1
"3087",2
"3088",1
"3089",2
"3090",2
"3091",2
"3092",1
"3093",2
"3094",1
"3095",2
"3096",1
"3097",2
"3098",1
"3099",1
"3100",1
"3101",1
"3102",2
"3103",2
"3104",2
"3105",1
"3106",1
"3107",1
"3108",1
"3109",2
"3110",2
"3111",1
"3112",1
"3113",1
"3114",1
"3115",1
"3116",1
"3117",1
"3118",2
"3119",2
"3120",1
"3121",1
"3122",2
"3123",1
"3124",2
"3125",1
"3126",1
"3127",1
"3128",1
"3129",1
"3130",1
"3131",1
"3132",1
"3133",1
"3134",1
"3135",1
"3136",1
"3137",1
"3138",2
"3139",1
"3140",1
"3141",2
"3142",1
"3143",1
"3144",1
"3145",1
"3146",1
"3147",2
"3148",2
"3149",1
"3150",1
"3151",1
"3152",2
"3153",1
"3154",1
"3155",1
"3156",2
"3157",1
"3158",1
"3159",2
"3160",1
"3161",2
"3162",2
"3163",1
"3164",2
"3165",2
"3166",2
"3167",1
"3168",2
"3169",2
"3170",1
"3171",1
"3172",1
"3173",2
"3174",2
"3175",1
"3176",1
"3177",1
"3178",1
"3179",2
"3180",1
"3181",2
"3182",2
"3183",1
"3184",1
"3185",1
"3186",1
"3187",2
"3188",2
"3189",1
"3190",2
"3191",2
"3192",1
"3193",2
"3194",1
"3195",1
"3196",1
"3197",1
"3198",1
"3199",2
"3200",1
"3201",2
"3202",1
"3203",1
"3204",1
"3205",2
"3206",1
"3207",1
"3208",2
"3209",2
"3210",1
"3211",2
"3212",1
"3213",1
"3214",1
"3215",1
"3216",1
"3217",1
"3218",2
"3219",1
"3220",1
"3221",1
"3222",1
"3223",1
"3224",1
"3225",1
"3226",2
"3227",2
"3228",1
"3229",1
"3230",1
"3231",2
"3232",2
"3233",2
"3234",1
"3235",2
"3236",1
"3237",1
"3238",1
"3239",2
"3240",1
"3241",1
"3242",2
"3243",2
"3244",1
"3245",2
"3246",2
"3247",1
"3248",2
"3249",1
"3250",1
"3251",1
"3252",1
"3253",2
"3254",1
"3255",1
"3256",1
"3257",1
"3258",2
"3259",2
"3260",1
"3261",1
"3262",2
"3263",1
"3264",2
"3265",2
"3266",1
"3267",1
"3268",2
"3269",2
"3270",2
"3271",1
"3272",1
"3273",1
"3274",2
"3275",1
"3276",2
"3277",2
"3278",1
"3279",1
"3280",2
"3281",2
"3282",2
"3283",1
"3284",2
"3285",1
"3286",1
"3287",1
"3288",1
"3289",1
"3290",1
"3291",1
"3292",2
"3293",1
"3294",1
"3295",2
"3296",1
"3297",1
"3298",2
"3299",1
"3300",2
"3301",1
"3302",1
"3303",1
"3304",2
"3305",1
"3306",2
"3307",1
"3308",1
"3309",1
"3310",1
"3311",1
"3312",1
"3313",2
"3314",1
"3315",1
"3316",1
"3317",1
"3318",1
"3319",1
"3320",1
"3321",1
"3322",2
"3323",2
"3324",1
"3325",1
"3326",2
"3327",2
"3328",2
"3329",1
"3330",1
"3331",2
"3332",1
"3333",1
"3334",2
"3335",1
"3336",1
"3337",2
"3338",1
"3339",2
"3340",1
"3341",2
"3342",1
"3343",1
"3344",1
"3345",1
"3346",2
"3347",1
"3348",1
"3349",2
"3350",1
"3351",2
"3352",2
"3353",1
"3354",1
"3355",1
"3356",1
"3357",2
"3358",2
"3359",2
"3360",1
"3361",1
"3362",2
"3363",2
"3364",1
"3365",2
"3366",2
"3367",1
"3368",1
"3369",1
"3370",1
"3371",2
"3372",2
"3373",1
"3374",1
"3375",1
"3376",1
"3377",1
"3378",1
"3379",2
"3380",1
"3381",2
"3382",1
"3383",1
"3384",1
"3385",1
"3386",1
"3387",1
"3388",2
"3389",2
"3390",2
"3391",1
"3392",1
"3393",2
"3394",1
"3395",2
"3396",1
"3397",2
"3398",1
"3399",2
"3400",2
"3401",1
"3402",2
"3403",2
"3404",1
"3405",2
"3406",1
"3407",1
"3408",1
"3409",1
"3410",1
"3411",2
"3412",1
"3413",1
"3414",1
"3415",1
"3416",1
"3417",2
"3418",2
"3419",1
"3420",1
"3421",2
"3422",1
"3423",1
"3424",1
"3425",2
"3426",2
"3427",1
"3428",1
"3429",1
"3430",1
"3431",1
"3432",2
"3433",1
"3434",1
"3435",2
"3436",1
"3437",2
"3438",1
"3439",2
"3440",1
"3441",2
"3442",1
"3443",2
"3444",2
"3445",1
"3446",2
"3447",2
"3448",1
"3449",1
"3450",1
"3451",2
"3452",2
"3453",2
"3454",2
"3455",1
"3456",1
"3457",2
"3458",1
"3459",1
"3460",1
"3461",1
"3462",1
"3463",2
"3464",1
"3465",2
"3466",1
"3467",1
"3468",2
"3469",2
"3470",1
"3471",1
"3472",1
"3473",2
"3474",1
"3475",1
"3476",1
"3477",2
"3478",1
"3479",2
"3480",1
"3481",1
"3482",1
"3483",2
"3484",2
"3485",1
"3486",1
"3487",1
"3488",2
"3489",1
"3490",2
"3491",1
"3492",2
"3493",1
"3494",1
"3495",1
"3496",2
"3497",1
"3498",1
"3499",1
"3500",2
"3501",1
"3502",1
"3503",1
"3504",1
"3505",1
"3506",2
"3507",1
"3508",2
"3509",1
"3510",1
"3511",2
"3512",1
"3513",2
"3514",1
"3515",2
"3516",1
"3517",1
"3518",1
"3519",1
"3520",1
"3521",2
"3522",2
"3523",1
"3524",1
"3525",2
"3526",1
"3527",1
"3528",1
"3529",1
"3530",1
"3531",2
"3532",1
"3533",2
"3534",1
"3535",1
"3536",2
"3537",1
"3538",1
"3539",2
"3540",1
"3541",1
"3542",1
"3543",2
"3544",2
"3545",1
"3546",1
"3547",2
"3548",1
"3549",1
"3550",1
"3551",1
"3552",1
"3553",1
"3554",2
"3555",1
"3556",2
"3557",2
"3558",1
"3559",2
"3560",2
"3561",1
"3562",1
"3563",1
"3564",1
"3565",2
"3566",1
"3567",2
"3568",1
"3569",1
"3570",2
"3571",1
"3572",2
"3573",1
"3574",1
"3575",1
"3576",1
"3577",1
"3578",1
"3579",1
"3580",1
"3581",2
"3582",1
"3583",2
"3584",1
"3585",1
"3586",1
"3587",1
"3588",1
"3589",1
"3590",2
"3591",1
"3592",1
"3593",1
"3594",2
"3595",1
"3596",1
"3597",2
"3598",1
"3599",2
"3600",1
"3601",1
"3602",1
"3603",1
"3604",2
"3605",2
"3606",2
"3607",2
"3608",2
"3609",1
"3610",2
"3611",1
"3612",1
"3613",1
"3614",2
"3615",1
"3616",2
"3617",1
"3618",1
"3619",1
"3620",1
"3621",2
"3622",2
"3623",1
"3624",1
"3625",2
"3626",1
"3627",2
"3628",1
"3629",1
"3630",2
"3631",1
"3632",2
"3633",2
"3634",1
"3635",2
"3636",1
"3637",1
"3638",1
"3639",1
"3640",1
"3641",1
"3642",1
"3643",1
"3644",2
"3645",1
"3646",1
"3647",2
"3648",2
"3649",2
"3650",1
"3651",1
"3652",2
"3653",2
"3654",2
"3655",1
"3656",2
"3657",1
"3658",2
"3659",1
"3660",1
"3661",2
"3662",1
"3663",2
"3664",1
"3665",1
"3666",1
"3667",2
"3668",1
"3669",1
"3670",2
"3671",1
"3672",1
"3673",1
"3674",1
"3675",2
"3676",1
"3677",1
"3678",1
"3679",2
"3680",1
"3681",1
"3682",1
"3683",2
"3684",2
"3685",1
"3686",2
"3687",2
"3688",1
"3689",1
"3690",1
"3691",1
"3692",2
"3693",1
"3694",2
"3695",1
"3696",1
"3697",2
"3698",1
"3699",2
"3700",1
"3701",2
"3702",1
"3703",2
"3704",2
"3705",1
"3706",1
"3707",2
"3708",2
"3709",1
"3710",2
"3711",1
"3712",1
"3713",2
"3714",1
"3715",1
"3716",1
"3717",1
"3718",2
"3719",1
"3720",1
"3721",1
"3722",1
"3723",1
"3724",2
"3725",2
"3726",2
"3727",1
"3728",1
"3729",1
"3730",1
"3731",1
"3732",1
"3733",1
"3734",2
"3735",1
"3736",1
"3737",2
"3738",2
"3739",2
"3740",1
"3741",2
"3742",2
"3743",1
"3744",1
"3745",1
"3746",2
"3747",1
"3748",1
"3749",1
"3750",2
"3751",2
"3752",1
"3753",2
"3754",2
"3755",2
"3756",1
"3757",1
"3758",2
"3759",1
"3760",1
"3761",1
"3762",1
"3763",1
"3764",1
"3765",1
"3766",1
"3767",1
"3768",1
"3769",1
"3770",1
"3771",1
"3772",1
"3773",1
"3774",1
"3775",2
"3776",1
"3777",1
"3778",1
"3779",1
"3780",1
"3781",2
"3782",1
"3783",2
"3784",1
"3785",1
"3786",1
"3787",2
"3788",1
"3789",1
"3790",2
"3791",1
"3792",2
"3793",1
"3794",2
"3795",1
"3796",2
"3797",1
"3798",1
"3799",1
"3800",1
"3801",2
"3802",1
"3803",1
"3804",2
"3805",1
"3806",2
"3807",1
"3808",2
"3809",1
"3810",2
"3811",1
"3812",1
"3813",1
"3814",2
"3815",2
"3816",1
"3817",1
"3818",1
"3819",1
"3820",1
"3821",1
"3822",2
"3823",1
"3824",1
"3825",1
"3826",2
"3827",1
"3828",1
"3829",2
"3830",1
"3831",2
"3832",1
"3833",2
"3834",2
"3835",2
"3836",1
"3837",1
"3838",1
"3839",1
"3840",2
"3841",1
"3842",1
"3843",2
"3844",1
"3845",2
"3846",1
"3847",1
"3848",1
"3849",1
"3850",1
"3851",1
"3852",2
"3853",1
"3854",2
"3855",1
"3856",1
"3857",1
"3858",2
"3859",2
"3860",1
"3861",1
"3862",1
"3863",1
"3864",2
"3865",2
"3866",1
"3867",1
"3868",2
"3869",2
"3870",1
"3871",2
"3872",2
"3873",2
"3874",2
"3875",1
"3876",2
"3877",1
"3878",2
"3879",2
"3880",1
"3881",2
"3882",2
"3883",1
"3884",1
"3885",2
"3886",1
"3887",2
"3888",1
"3889",2
"3890",2
"3891",1
"3892",2
"3893",1
"3894",2
"3895",2
"3896",1
"3897",1
"3898",2
"3899",1
"3900",2
"3901",2
"3902",2
"3903",2
"3904",2
"3905",2
"3906",2
"3907",2
"3908",2
"3909",2
"3910",1
"3911",2
"3912",2
"3913",2
"3914",1
"3915",1
"3916",1
"3917",2
"3918",2
"3919",2
"3920",1
"3921",2
"3922",1
"3923",1
"3924",1
"3925",2
"3926",2
"3927",2
"3928",1
"3929",2
"3930",2
"3931",2
"3932",2
"3933",2
"3934",2
"3935",2
"3936",2
"3937",1
"3938",1
"3939",2
"3940",2
"3941",2
"3942",1
"3943",1
"3944",2
"3945",1
"3946",2
"3947",2
"3948",1
"3949",2
"3950",2
"3951",2
"3952",2
"3953",2
"3954",2
"3955",2
"3956",2
"3957",2
"3958",1
"3959",2
"3960",2
"3961",1
"3962",2
"3963",2
"3964",2
"3965",2
"3966",2
"3967",2
"3968",2
"3969",2
"3970",2
"3971",2
"3972",1
"3973",1
"3974",2
"3975",2
"3976",2
"3977",2
"3978",2
"3979",1
"3980",2
"3981",2
"3982",2
"3983",2
"3984",1
"3985",2
"3986",2
"3987",2
"3988",2
"3989",1
"3990",2
"3991",2
"3992",2
"3993",2
"3994",2
"3995",2
"3996",2
"3997",2
"3998",1
"3999",2
"4000",1
"4001",2
"4002",1
"4003",1
"4004",2
"4005",2
"4006",1
"4007",2
"4008",1
"4009",1
"4010",1
"4011",2
"4012",1
"4013",2
"4014",2
"4015",2
"4016",2
"4017",2
"4018",1
"4019",1
"4020",2
"4021",2
"4022",2
"4023",2
"4024",2
"4025",2
"4026",2
"4027",2
"4028",2
"4029",2
"4030",2
"4031",2
"4032",2
"4033",1
"4034",2
"4035",2
"4036",2
"4037",2
"4038",2
"4039",1
"4040",2
"4041",1
"4042",2
"4043",2
"4044",2
"4045",2
"4046",2
"4047",1
"4048",2
"4049",2
"4050",2
"4051",2
"4052",2
"4053",2
"4054",1
"4055",2
"4056",2
"4057",2
"4058",2
"4059",1
"4060",2
"4061",1
"4062",1
"4063",2
"4064",2
"4065",2
"4066",2
"4067",2
"4068",1
"4069",2
"4070",2
"4071",2
"4072",2
"4073",1
"4074",1
"4075",2
"4076",1
"4077",1
"4078",2
"4079",2
"4080",2
"4081",2
"4082",2
"4083",2
"4084",2
"4085",2
"4086",2
"4087",1
"4088",2
"4089",1
"4090",2
"4091",2
"4092",1
"4093",1
"4094",2
"4095",1
"4096",1
"4097",2
"4098",2
"4099",2
"4100",2
"4101",2
"4102",2
"4103",1
"4104",2
"4105",1
"4106",2
"4107",1
"4108",2
"4109",1
"4110",2
"4111",2
"4112",2
"4113",1
"4114",2
"4115",2
"4116",2
"4117",2
"4118",2
"4119",2
"4120",2
"4121",1
"4122",2
"4123",2
"4124",1
"4125",2
"4126",2
"4127",1
"4128",2
"4129",1
"4130",2
"4131",2
"4132",2
"4133",2
"4134",1
"4135",2
"4136",2
"4137",2
"4138",1
"4139",2
"4140",2
"4141",1
"4142",1
"4143",2
"4144",2
"4145",2
"4146",2
"4147",2
"4148",2
"4149",2
"4150",1
"4151",2
"4152",2
"4153",2
"4154",1
"4155",1
"4156",1
"4157",2
"4158",2
"4159",1
"4160",2
"4161",1
"4162",2
"4163",2
"4164",2
"4165",1
"4166",2
"4167",2
"4168",2
"4169",2
"4170",2
"4171",2
"4172",2
"4173",2
"4174",2
"4175",2
"4176",1
"4177",2
"4178",2
"4179",1
"4180",2
"4181",2
"4182",2
"4183",1
"4184",2
"4185",2
"4186",1
"4187",1
"4188",2
"4189",2
"4190",2
"4191",2
"4192",2
"4193",2
"4194",2
"4195",1
"4196",2
"4197",1
"4198",2
"4199",2
"4200",2
"4201",2
"4202",2
"4203",2
"4204",2
"4205",2
"4206",2
"4207",2
"4208",2
"4209",2
"4210",2
"4211",2
"4212",2
"4213",2
"4214",2
"4215",2
"4216",2
"4217",2
"4218",2
"4219",2
"4220",2
"4221",2
"4222",2
"4223",2
"4224",1
"4225",2
"4226",2
"4227",2
"4228",2
"4229",2
"4230",2
"4231",2
"4232",2
"4233",2
"4234",2
"4235",2
"4236",2
"4237",2
"4238",2
"4239",2
"4240",2
"4241",2
"4242",2
"4243",2
"4244",2
"4245",2
"4246",2
"4247",2
"4248",2
"4249",2
"4250",2
"4251",2
"4252",2
"4253",1
"4254",2
"4255",2
"4256",2
"4257",2
"4258",2
"4259",2
"4260",2
"4261",2
"4262",2
"4263",2
"4264",2
"4265",2
"4266",2
"4267",2
"4268",2
"4269",2
"4270",2
"4271",2
"4272",2
"4273",2
"4274",2
"4275",2
"4276",1
"4277",2
"4278",2
"4279",2
"4280",2
"4281",2
"4282",2
"4283",1
"4284",2
"4285",2
"4286",2
"4287",2
"4288",2
"4289",2
"4290",2
"4291",1
"4292",2
"4293",2
"4294",2
"4295",2
"4296",2
"4297",2
"4298",2
"4299",2
"4300",2
"4301",2
"4302",2
"4303",2
"4304",2
"4305",1
"4306",2
"4307",2
"4308",2
"4309",2
"4310",2
"4311",2
"4312",2
"4313",2
"4314",2
"4315",2
"4316",2
"4317",2
"4318",2
"4319",2
"4320",2
"4321",2
"4322",2
"4323",2
"4324",2
"4325",2
"4326",1
"4327",2
"4328",2
"4329",2
"4330",2
"4331",2
"4332",2
"4333",2
"4334",2
"4335",2
"4336",2
"4337",2
"4338",2
"4339",2
"4340",2
"4341",1
"4342",2
"4343",2
"4344",2
"4345",2
"4346",2
"4347",2
"4348",2
"4349",2
"4350",2
"4351",2
"4352",2
"4353",2
"4354",2
"4355",2
"4356",2
"4357",1
"4358",2
"4359",2
"4360",2
"4361",2
"4362",2
"4363",2
"4364",2
"4365",2
"4366",2
"4367",2
"4368",2
"4369",2
"4370",2
"4371",2
"4372",2
"4373",2
"4374",2
"4375",1
"4376",2
"4377",2
"4378",2
"4379",1
"4380",1
"4381",2
"4382",2
"4383",2
"4384",2
"4385",2
"4386",2
"4387",2
"4388",2
"4389",2
"4390",2
"4391",2
"4392",2
"4393",2
"4394",2
"4395",2
"4396",1
"4397",2
"4398",2
"4399",2
"4400",2
"4401",2
"4402",2
"4403",2
"4404",2
"4405",2
"4406",2
"4407",2
"4408",2
"4409",2
"4410",1
"4411",2
"4412",2
"4413",2
"4414",2
"4415",2
"4416",2
"4417",1
"4418",2
"4419",1
"4420",2
"4421",2
"4422",2
"4423",2
"4424",1
"4425",2
"4426",2
"4427",2
"4428",2
"4429",2
"4430",2
"4431",2
"4432",2
"4433",2
"4434",2
"4435",2
"4436",2
"4437",2
"4438",2
"4439",2
"4440",2
"4441",2
"4442",2
"4443",2
"4444",1
"4445",2
"4446",2
"4447",2
"4448",2
"4449",2
"4450",2
"4451",1
"4452",2
"4453",2
"4454",2
"4455",2
"4456",2
"4457",2
"4458",2
"4459",1
"4460",2
"4461",2
"4462",2
"4463",2
"4464",2
"4465",2
"4466",2
"4467",2
"4468",2
"4469",2
"4470",2
"4471",2
"4472",2
"4473",2
"4474",2
"4475",2
"4476",2
"4477",2
"4478",2
"4479",2
"4480",1
"4481",2
"4482",2
"4483",2
"4484",2
"4485",2
"4486",2
"4487",2
"4488",2
"4489",2
"4490",2
"4491",1
"4492",2
"4493",2
"4494",2
"4495",2
"4496",2
"4497",1
"4498",2
"4499",2
"4500",2
"4501",2
"4502",2
"4503",2
"4504",2
"4505",2
"4506",2
"4507",2
"4508",2
"4509",2
"4510",2
"4511",2
"4512",2
"4513",2
"4514",2
"4515",2
"4516",2
"4517",2
"4518",2
"4519",1
"4520",2
"4521",2
"4522",2
"4523",2
"4524",2
"4525",2
"4526",2
"4527",2
"4528",2
"4529",2
"4530",2
"4531",2
"4532",2
"4533",1
"4534",1
"4535",2
"4536",2
"4537",2
"4538",2
"4539",2
"4540",2
"4541",2
"4542",2
"4543",2
"4544",2
"4545",2
"4546",2
"4547",2
"4548",2
"4549",2
"4550",2
"4551",2
"4552",2
"4553",2
"4554",2
"4555",2
"4556",1
"4557",1
"4558",2
"4559",2
"4560",2
"4561",2
"4562",2
"4563",2
"4564",2
"4565",2
"4566",2
"4567",2
"4568",2
"4569",2
"4570",1
"4571",2
"4572",2
"4573",2
"4574",2
"4575",2
"4576",2
"4577",2
"4578",2
"4579",2
"4580",2
"4581",2
"4582",2
"4583",2
"4584",2
"4585",2
"4586",2
"4587",2
"4588",2
"4589",2
"4590",2
"4591",2
"4592",2
"4593",2
"4594",2
"4595",2
"4596",2
"4597",2
"4598",2
"4599",2
"4600",2
"4601",2
"4602",2
"4603",2
"4604",2
"4605",2
"4606",2
"4607",2
"4608",2
"4609",2
"4610",2
"4611",1
"4612",2
"4613",2
"4614",2
"4615",2
"4616",2
"4617",2
"4618",2
"4619",2
"4620",2
"4621",2
"4622",2
"4623",2
"4624",2
"4625",2
"4626",2
"4627",2
"4628",2
"4629",2
"4630",1
"4631",2
"4632",2
"4633",2
"4634",1
"4635",2
"4636",2
"4637",2
"4638",2
"4639",2
"4640",2
"4641",2
"4642",2
"4643",2
"4644",2
"4645",2
"4646",2
"4647",1
"4648",2
"4649",2
"4650",2
"4651",2
"4652",1
"4653",2
"4654",2
"4655",2
"4656",2
"4657",2
"4658",2
"4659",2
"4660",2
"4661",2
"4662",1
"4663",1
"4664",2
"4665",2
"4666",2
"4667",2
"4668",2
"4669",2
"4670",2
"4671",2
"4672",2
"4673",1
"4674",2
"4675",2
"4676",2
"4677",2
"4678",2
"4679",2
"4680",2
"4681",2
"4682",2
"4683",2
"4684",2
"4685",2
"4686",2
"4687",2
"4688",2
"4689",2
"4690",2
"4691",2
"4692",2
"4693",2
"4694",2
"4695",2
"4696",1
"4697",2
"4698",2
"4699",2
"4700",2
"4701",2
"4702",2
"4703",2
"4704",2
"4705",2
"4706",2
"4707",2
"4708",2
"4709",2
"4710",2
"4711",2
"4712",2
"4713",2
"4714",2
"4715",2
"4716",2
"4717",1
"4718",2
"4719",1
"4720",2
"4721",2
"4722",2
"4723",2
"4724",2
"4725",2
"4726",2
"4727",2
"4728",2
"4729",2
"4730",2
"4731",2
"4732",1
"4733",2
"4734",1
"4735",2
"4736",2
"4737",2
"4738",2
"4739",2
"4740",2
"4741",2
"4742",2
"4743",2
"4744",2
"4745",2
"4746",2
"4747",2
"4748",2
"4749",2
"4750",2
"4751",2
"4752",2
"4753",2
"4754",2
"4755",2
"4756",2
"4757",2
"4758",2
"4759",2
"4760",2
"4761",2
"4762",2
"4763",2
"4764",2
"4765",2
"4766",2
"4767",2
"4768",2
"4769",2
"4770",2
"4771",2
"4772",2
"4773",2
"4774",2
"4775",2
"4776",2
"4777",1
"4778",2
"4779",2
"4780",2
"4781",2
"4782",2
"4783",1
"4784",2
"4785",2
"4786",2
"4787",2
"4788",1
"4789",2
"4790",2
"4791",2
"4792",2
"4793",2
"4794",2
"4795",2
"4796",2
"4797",2
"4798",2
"4799",1
"4800",2
"4801",2
"4802",2
"4803",2
"4804",2
"4805",2
"4806",1
"4807",2
"4808",2
"4809",2
"4810",2
"4811",2
"4812",1
"4813",2
"4814",2
"4815",2
"4816",2
"4817",2
"4818",2
"4819",2
"4820",2
"4821",2
"4822",2
"4823",2
"4824",1
"4825",2
"4826",2
"4827",2
"4828",2
"4829",2
